Year,Country,Spending_USD,Life_Expectancy,Exp_K,Category,Cumulative_Expenditure,CumAvg_Life_Expectancy,Exp_Percent_Change,LifeExp_Difference,Exp_Rank,Rolling_3yr_Exp
2010,Great Britain,3441.71,80.6,3.44171,High,47514.965000000004,76.56363636363636,3.21498896688146,0.19999999999998863,5.0,3328.0229999999997
2010,Japan,3169.19,82.9,3.16919,High,51470.039,78.50487804878048,6.657283811512316,-0.09999999999999432,6.0,2979.9216666666666
2010,USA,7879.253,78.6,7.879252999999999,Medium,127660.746,75.17804878048781,3.0641064580493094,0.09999999999999432,1.0,7636.427000000001
2011,Canada,4228.962,81.4,4.228962,High,73716.004,77.89428571428572,1.7671155706048491,0.20000000000000284,3.0,4110.1213333333335
2011,Germany,4566.678,80.5,4.566678,High,81951.125,75.79756097560976,3.2467946471568476,0.0,2.0,4382.671333333333
2011,France,4161.698,82.3,4.161698,High,62772.397,78.53076923076922,2.883340564366721,0.5,4.0,4029.2016666666673
2011,Great Britain,3495.652,81.0,3.495652,High,51010.617,76.69411764705882,1.567302300310014,0.4000000000000057,6.0,3423.956
2011,Japan,3740.756,82.7,3.7407559999999997,High,55210.795,78.6047619047619,18.03508151925255,-0.20000000000000284,5.0,3293.7743333333333
2011,USA,8079.467,78.7,8.079467,Medium,135740.213,75.26190476190476,2.541027683715691,0.10000000000000853,1.0,7867.907333333334
2012,Canada,4336.249,81.6,4.336249,High,78052.253,77.99722222222222,2.536958241762388,0.19999999999998863,3.0,4240.246666666667
2012,Germany,4745.546,80.6,4.745546,High,86696.671,75.91190476190476,3.9168077977032922,0.09999999999999432,2.0,4578.431333333333
2012,France,4299.434,82.1,4.299434,High,67071.831,78.66296296296296,3.3096106445013485,-0.20000000000000284,4.0,4168.732333333333
2012,Great Britain,3614.131,81.0,3.614131,High,54624.748,76.81714285714285,3.3893247954887906,0.0,6.0,3517.1643333333336
2012,Japan,3970.765,83.2,3.9707649999999997,High,59181.56,78.71162790697674,6.148730363594956,0.5,5.0,3626.9036666666666
2012,USA,8346.064,78.8,8.346064,Medium,144086.277,75.34418604651164,3.2996854866787606,0.09999999999999432,1.0,8101.594666666667
2013,Canada,4428.753,81.7,4.4287529999999995,High,82481.006,78.09729729729729,2.133272328226532,0.10000000000000853,4.0,4331.321333333333
2013,Germany,4951.677,80.6,4.951677,High,91648.348,76.02093023255814,4.34367299358176,0.0,2.0,4754.633666666667
2013,France,4544.964,82.3,4.544964,High,71616.795,78.79285714285713,5.710751694292782,0.20000000000000284,3.0,4335.365333333334
2013,Great Britain,3667.636,81.1,3.667636,High,58292.384,76.9361111111111,1.480438866217093,0.09999999999999432,6.0,3592.473
2013,Japan,4308.252,83.4,4.308252,High,63489.812,78.81818181818181,8.499294216605623,0.20000000000000284,5.0,4006.5910000000003
2013,USA,8519.62,78.8,8.519620000000002,Medium,152605.897,75.42272727272727,2.079495196777792,0.0,1.0,8315.050333333333
2014,Canada,4536.81,81.8,4.53681,High,87017.816,78.19473684210527,2.439896738427283,0.09999999999999432,4.0,4433.937333333334
2014,Germany,5151.709,81.2,5.151708999999999,High,96800.057,76.13863636363637,4.03968190978532,0.6000000000000085,2.0,4949.644
2014,France,4626.679,82.8,4.626679,High,76243.474,78.93103448275862,1.7979240319615286,0.5,3.0,4490.359
2014,Great Britain,3758.935,81.4,3.758935,High,62051.319,77.05675675675676,2.489314643001639,0.30000000000001137,6.0,3680.234
2014,Japan,4328.364,83.7,4.328364,High,67818.176,78.92666666666666,0.46682506037249993,0.29999999999999716,5.0,4202.460333333333
2014,USA,8925.879,78.9,8.925879,Medium,161531.776,75.5,4.76851080212497,0.10000000000000853,1.0,8597.187666666667
2015,Canada,4635.285,81.9,4.635285,High,91653.101,78.2897435897436,2.1705780052503787,0.10000000000000853,4.0,4533.616000000001
2015,Germany,5295.975,80.7,5.295975,High,102096.032,76.24000000000001,2.800352271450124,-0.5,2.0,5133.120333333333
2015,France,4667.156,82.4,4.667156,High,80910.63,79.04666666666667,0.874860780270259,-0.3999999999999915,3.0,4612.933
2015,Great Britain,3805.82,81.0,3.80582,High,65857.139,77.16052631578947,1.2472947789732958,-0.4000000000000057,6.0,3744.130333333333
2015,Japan,4515.556,83.9,4.515555999999999,High,72333.732,79.03478260869565,4.324774903404616,0.20000000000000284,5.0,4384.057333333333
2015,USA,9355.118,78.7,9.355118000000001,Medium,170886.894,75.5695652173913,4.808926941537073,-0.20000000000000284,1.0,8933.539
2016,Canada,5044.275,82.0,5.044275,High,96697.376,78.38250000000001,8.823405680556862,0.09999999999999432,3.0,4738.79
2016,Germany,5669.064,81.0,5.6690640000000005,High,107765.096,76.34347826086957,7.044765128234176,0.29999999999999716,2.0,5372.249333333333
2016,France,4928.128,82.7,4.928128,High,85838.758,79.16451612903225,5.591670816231553,0.29999999999999716,4.0,4740.654333333333
2016,Great Britain,3960.141,81.2,3.960141,High,69817.28,77.26410256410257,4.054868595992445,0.20000000000000284,6.0,3841.632
2016,Japan,4295.858,84.1,4.295858,High,76629.59,79.14255319148936,-4.865358773094597,0.19999999999998863,5.0,4379.9259999999995
2016,USA,9717.649,78.7,9.717649,Medium,180604.543,75.63617021276596,3.8752156840779373,0.0,1.0,9332.882
2017,Canada,5150.47,81.9,5.15047,High,101847.846,78.46829268292683,2.1052579409330585,-0.09999999999999432,3.0,4943.343333333334
2017,Germany,5970.163,81.1,5.970162999999999,High,113735.259,76.44468085106384,5.311264787273506,0.09999999999999432,2.0,5645.067333333333
2017,France,5005.756,82.7,5.005756,High,90844.514,79.275,1.5752025921404789,0.0,4.0,4867.013333333333
2017,Great Britain,4059.125,81.3,4.059125,High,73876.405,77.365,2.499506961999587,0.09999999999999432,6.0,3941.6953333333336
2017,Japan,4412.852,84.2,4.412852,High,81042.442,79.24791666666667,2.723414042084249,0.10000000000000853,5.0,4408.0886666666665
2017,USA,10046.472,78.6,10.046472,Medium,190651.015,75.69791666666667,3.3837711158326567,-0.10000000000000853,1.0,9706.413
2018,Canada,5308.356,82.0,5.308356,High,107156.202,78.55238095238094,3.0654678116754264,0.09999999999999432,3.0,5167.700333333334
2018,Germany,6281.84,81.0,6.28184,High,120017.099,76.53958333333334,5.220577729619791,-0.09999999999999432,2.0,5973.688999999999
2018,France,5099.306,82.8,5.0993059999999995,High,95943.82,79.38181818181818,1.8688485815129496,0.09999999999999432,4.0,5011.063333333333
2018,Great Britain,4189.708,81.3,4.1897079999999995,High,78066.113,77.4609756097561,3.2170233732639275,0.0,6.0,4069.6579999999994
2018,Japan,4554.276,84.3,4.554276,High,85596.718,79.35102040816327,3.2048208278908863,0.09999999999999432,5.0,4420.995333333333
2018,USA,10451.386,78.7,10.451386000000001,Medium,201102.401,75.75918367346938,4.030409879209351,0.10000000000000853,1.0,10071.835666666666
2019,Canada,5189.721,82.2,5.189721,High,112345.923,78.63720930232559,-2.2348727176549565,0.20000000000000284,3.0,5216.182333333333
2019,Germany,6407.928,81.3,6.407928,High,126425.027,76.63673469387754,2.007182608917124,0.29999999999999716,2.0,6219.977
2019,France,5167.839,82.9,5.167839,High,101111.659,79.48529411764706,1.3439671986737123,0.10000000000000853,4.0,5090.967
2019,Great Britain,4385.463,81.4,4.385463,High,82451.576,77.5547619047619,4.672282650724102,0.10000000000000853,6.0,4211.432
2019,Japan,4610.794,84.4,4.610794,High,90207.512,79.452,1.2409875905632362,0.10000000000000853,5.0,4525.973999999999
2019,USA,10855.517,78.8,10.855516999999999,Medium,211957.918,75.82,3.8667694409143305,0.09999999999999432,1.0,10451.125
2020,Canada,5828.324,81.7,5.828323999999999,High,118174.247,78.70681818181818,12.305150893468063,-0.5,3.0,5442.133666666667
2020,Germany,6938.983,81.1,6.938983,High,133364.01,76.726,8.28746827367599,-0.20000000000000284,2.0,6542.917
2020,France,5468.418,82.3,5.468418,High,106580.077,79.5657142857143,5.816338318589254,-0.6000000000000085,4.0,5245.187666666666
2020,Great Britain,5018.7,80.4,5.0187,High,87470.276,77.62093023255814,14.439455993586092,-1.0,5.0,4531.290333333333
2020,Japan,4665.641,84.7,4.665641,High,94873.15299999999,79.55490196078432,1.189534817647453,0.29999999999999716,6.0,4610.237
2020,USA,11859.179,77.0,11.859179,Medium,223817.097,75.84313725490196,9.245639797717597,-1.7999999999999972,1.0,11055.360666666667
